Transaction_ID,City,Date,Card_Type,Expense_Type,Gender,Amount
1494,"Ahmedabad, India",2015-02-20,Silver,Food,Female,81284
1495,"Bengaluru, India",2013-12-02,Silver,Food,Male,206702
1496,"Delhi, India",2014-08-28,Signature,Food,Male,267378
1497,"Mumbai, India",2014-04-11,Platinum,Food,Male,225187
1498,"Delhi, India",2014-11-19,Platinum,Food,Female,286760
1499,"Ahmedabad, India",2013-10-30,Signature,Food,Female,156754
1500,"Mumbai, India",2015-01-22,Signature,Food,Male,291525
1501,"Ahmedabad, India",2014-05-06,Signature,Food,Female,32787
1502,"Bengaluru, India",2013-10-31,Signature,Food,Female,157079
1503,"Bengaluru, India",2015-03-09,Silver,Food,Male,292012
1504,"Mumbai, India",2015-03-12,Platinum,Food,Male,221959
1505,"Delhi, India",2013-12-22,Gold,Food,Female,44684
1506,"Ahmedabad, India",2013-11-01,Signature,Food,Female,46798
1507,"Mumbai, India",2014-05-10,Platinum,Food,Male,291612
1508,"Ahmedabad, India",2014-05-10,Platinum,Food,Female,27562
1509,"Delhi, India",2015-02-20,Signature,Food,Male,269997
1510,"Mumbai, India",2013-12-30,Signature,Food,Female,208894
1511,"Ahmedabad, India",2015-04-05,Gold,Food,Female,170152
1512,"Mumbai, India",2013-11-02,Gold,Food,Male,225966
1513,"Delhi, India",2014-02-13,Silver,Food,Male,229833
1514,"Bengaluru, India",2014-08-03,Gold,Food,Female,28243
1515,"Delhi, India",2015-04-16,Silver,Food,Female,242728
1516,"Ahmedabad, India",2015-05-13,Platinum,Food,Female,116446
1517,"Mumbai, India",2014-01-02,Signature,Food,Male,13705
1518,"Mumbai, India",2014-08-20,Platinum,Food,Female,45763
1519,"Ahmedabad, India",2014-03-31,Platinum,Food,Female,287078
1520,"Delhi, India",2014-04-09,Silver,Food,Male,41778
1521,"Delhi, India",2013-10-04,Gold,Food,Male,281924
1522,"Mumbai, India",2013-10-22,Silver,Food,Female,234204
1523,"Bengaluru, India",2014-01-28,Gold,Food,Male,193947
1524,"Mumbai, India",2015-01-15,Silver,Food,Male,82828
1525,"Ahmedabad, India",2014-12-21,Signature,Food,Female,35850
1526,"Bengaluru, India",2013-12-19,Platinum,Food,Female,179096
1527,"Bengaluru, India",2014-07-06,Silver,Food,Female,158016
1528,"Ahmedabad, India",2014-08-05,Gold,Food,Female,238194
1529,"Ahmedabad, India",2014-05-27,Silver,Food,Female,179401
1530,"Ahmedabad, India",2014-03-06,Platinum,Food,Female,176516
1531,"Mumbai, India",2014-07-12,Gold,Food,Female,225027
1532,"Delhi, India",2014-10-04,Signature,Food,Male,186065
1533,"Bengaluru, India",2015-01-24,Signature,Food,Female,288201
1534,"Ahmedabad, India",2013-11-11,Gold,Food,Male,53169
1535,"Delhi, India",2014-07-08,Platinum,Food,Male,225523
1536,"Mumbai, India",2015-01-11,Gold,Food,Male,124637
1537,"Mumbai, India",2013-12-11,Silver,Food,Female,14641
1538,"Bengaluru, India",2014-03-26,Signature,Food,Female,235782
1539,"Ahmedabad, India",2013-11-20,Gold,Food,Male,292270
1540,"Ahmedabad, India",2015-01-17,Silver,Food,Male,236351
1541,"Ahmedabad, India",2014-06-20,Silver,Food,Female,53360
1542,"Bengaluru, India",2014-04-09,Signature,Food,Male,256852
1543,"Bengaluru, India",2014-11-02,Silver,Food,Female,285360
1544,"Bengaluru, India",2014-05-06,Platinum,Food,Female,74602
1545,"Delhi, India",2013-11-12,Gold,Food,Female,274032
1546,"Delhi, India",2015-02-20,Silver,Food,Male,298953
1547,"Delhi, India",2014-01-26,Signature,Food,Female,226180
1548,"Delhi, India",2013-11-28,Silver,Food,Male,149045
1549,"Delhi, India",2014-12-17,Platinum,Food,Male,258878
1550,"Ahmedabad, India",2015-01-31,Signature,Food,Female,76493
1551,"Ahmedabad, India",2014-11-08,Signature,Food,Male,141574
1552,"Delhi, India",2014-03-17,Platinum,Food,Male,222219
1553,"Delhi, India",2013-10-14,Silver,Food,Female,237812
1554,"Bengaluru, India",2013-12-23,Gold,Food,Male,44203
1555,"Delhi, India",2014-12-27,Gold,Food,Male,232402
1556,"Delhi, India",2014-05-22,Platinum,Food,Female,82849
1557,"Delhi, India",2015-01-07,Silver,Food,Female,257716
1558,"Delhi, India",2013-11-05,Signature,Food,Female,272060
1559,"Bengaluru, India",2014-07-17,Signature,Food,Male,160400
1560,"Bengaluru, India",2014-10-08,Platinum,Food,Male,193063
1561,"Ahmedabad, India",2015-03-29,Gold,Food,Female,56294
1562,"Delhi, India",2015-05-18,Platinum,Food,Female,120532
1563,"Delhi, India",2014-06-29,Platinum,Food,Male,200031
1564,"Ahmedabad, India",2013-10-15,Platinum,Food,Male,53028
1565,"Mumbai, India",2014-12-21,Signature,Food,Male,131428
1566,"Mumbai, India",2014-08-04,Platinum,Food,Male,93654
1567,"Mumbai, India",2014-01-15,Silver,Food,Female,240746
1568,"Delhi, India",2014-07-02,Platinum,Food,Male,115547
1569,"Bengaluru, India",2014-10-07,Signature,Food,Male,203143
1570,"Bengaluru, India",2014-05-26,Platinum,Food,Male,3445
1571,"Ahmedabad, India",2013-10-15,Signature,Food,Male,107217
1572,"Bengaluru, India",2015-02-15,Gold,Food,Female,286893
1573,"Mumbai, India",2013-12-27,Gold,Food,Female,76763
1574,"Mumbai, India",2014-11-15,Platinum,Food,Female,204583
1575,"Mumbai, India",2014-11-15,Signature,Food,Female,92565
1576,"Delhi, India",2013-10-13,Silver,Food,Female,216522
1577,"Delhi, India",2014-05-29,Platinum,Food,Female,108852
1578,"Delhi, India",2013-11-04,Gold,Food,Female,14332
1579,"Ahmedabad, India",2014-10-19,Silver,Food,Male,31682
1580,"Mumbai, India",2014-07-03,Signature,Food,Female,89259
1581,"Mumbai, India",2015-04-16,Platinum,Food,Male,84571
1582,"Bengaluru, India",2015-02-24,Signature,Food,Male,86536
1583,"Bengaluru, India",2015-04-22,Platinum,Food,Female,203517
1584,"Ahmedabad, India",2014-06-13,Platinum,Food,Male,107962
1585,"Delhi, India",2014-02-04,Signature,Food,Male,155282
1586,"Mumbai, India",2014-05-25,Gold,Food,Female,182306
1587,"Mumbai, India",2014-04-06,Silver,Food,Male,215423
1588,"Ahmedabad, India",2013-10-12,Signature,Food,Male,123647
1589,"Bengaluru, India",2015-05-16,Silver,Food,Male,241280
1590,"Ahmedabad, India",2014-03-06,Gold,Entertainment,Female,97671
1591,"Ahmedabad, India",2014-01-15,Silver,Grocery,Male,257180
1592,"Ahmedabad, India",2014-09-23,Platinum,Entertainment,Female,52337
1593,"Bengaluru, India",2014-05-21,Signature,Bills,Male,180255
1594,"Bengaluru, India",2014-07-09,Gold,Bills,Female,239046
1595,"Ahmedabad, India",2015-05-13,Silver,Food,Female,92602
1596,"Delhi, India",2014-03-11,Platinum,Grocery,Female,140717
1597,"Ahmedabad, India",2014-02-26,Signature,Grocery,Male,244560
1598,"Mumbai, India",2015-03-17,Signature,Fuel,Male,56280
1599,"Mumbai, India",2014-07-09,Gold,Grocery,Female,107671
1600,"Delhi, India",2015-03-17,Silver,Grocery,Female,243760
1601,"Delhi, India",2015-01-20,Signature,Grocery,Female,195153
1602,"Bengaluru, India",2014-12-30,Signature,Fuel,Female,76172
1603,"Ahmedabad, India",2014-01-05,Platinum,Fuel,Female,88952
1604,"Delhi, India",2013-11-18,Gold,Fuel,Female,248133
1605,"Bengaluru, India",2014-09-01,Platinum,Food,Male,167325
1606,"Delhi, India",2013-11-07,Silver,Food,Male,277090
1607,"Mumbai, India",2014-09-18,Silver,Fuel,Male,297113
1608,"Ahmedabad, India",2014-08-24,Silver,Grocery,Female,171827
1609,"Ahmedabad, India",2014-06-16,Signature,Entertainment,Male,237922
1610,"Ahmedabad, India",2014-04-14,Platinum,Bills,Female,4607
1611,"Delhi, India",2013-10-25,Silver,Grocery,Male,38793
1612,"Delhi, India",2013-10-04,Gold,Grocery,Male,125616
1613,"Ahmedabad, India",2014-10-30,Gold,Grocery,Female,263920
1614,"Mumbai, India",2014-11-10,Platinum,Bills,Female,53692
1615,"Bengaluru, India",2014-09-05,Signature,Entertainment,Female,279334
1616,"Delhi, India",2014-08-11,Signature,Fuel,Female,74223
1617,"Ahmedabad, India",2013-10-14,Signature,Grocery,Male,254257
1618,"Mumbai, India",2015-01-05,Silver,Fuel,Male,82669
1619,"Ahmedabad, India",2014-07-19,Platinum,Entertainment,Female,4802
1620,"Ahmedabad, India",2014-03-02,Signature,Grocery,Female,92868
1621,"Mumbai, India",2014-08-04,Silver,Food,Female,246960
1622,"Ahmedabad, India",2015-02-05,Gold,Entertainment,Male,234132
1623,"Delhi, India",2013-12-18,Signature,Grocery,Female,108361
1624,"Mumbai, India",2014-11-11,Platinum,Entertainment,Male,193648
1625,"Delhi, India",2014-10-24,Signature,Food,Female,252615
1626,"Delhi, India",2015-02-06,Silver,Fuel,Female,70556
1627,"Bengaluru, India",2014-04-09,Silver,Food,Female,155285
1628,"Delhi, India",2014-05-27,Silver,Grocery,Female,211586
1629,"Mumbai, India",2014-11-12,Platinum,Entertainment,Female,95213
1630,"Mumbai, India",2015-05-20,Platinum,Grocery,Male,219695
1631,"Delhi, India",2014-09-07,Gold,Food,Male,238133
1632,"Delhi, India",2014-06-07,Gold,Food,Male,219839
1633,"Mumbai, India",2015-03-06,Gold,Grocery,Male,96470
1634,"Delhi, India",2015-03-04,Platinum,Bills,Male,92367
1635,"Mumbai, India",2014-06-16,Signature,Grocery,Female,242551
1636,"Delhi, India",2015-05-13,Signature,Grocery,Male,183035
1637,"Delhi, India",2013-11-29,Signature,Food,Male,295910
1638,"Mumbai, India",2015-05-13,Platinum,Bills,Male,185838
1639,"Mumbai, India",2015-01-11,Silver,Fuel,Female,5904
1640,"Mumbai, India",2013-11-27,Gold,Food,Male,28977
1641,"Ahmedabad, India",2014-04-20,Platinum,Grocery,Female,12418
1642,"Bengaluru, India",2015-03-30,Gold,Bills,Female,129648
1643,"Delhi, India",2015-05-22,Gold,Entertainment,Male,298651
1644,"Ahmedabad, India",2014-01-26,Silver,Grocery,Female,115901
1645,"Ahmedabad, India",2015-03-04,Signature,Bills,Female,187115
1646,"Delhi, India",2015-04-15,Signature,Grocery,Male,173434
1647,"Ahmedabad, India",2013-10-13,Gold,Bills,Female,238211
1648,"Delhi, India",2013-12-23,Signature,Bills,Male,85606
1649,"Bengaluru, India",2014-09-07,Signature,Food,Male,69425
1650,"Ahmedabad, India",2014-10-24,Silver,Entertainment,Male,31959
1651,"Bengaluru, India",2015-05-02,Signature,Food,Male,46999
1652,"Ahmedabad, India",2014-12-25,Platinum,Entertainment,Female,38358
1653,"Mumbai, India",2015-02-21,Signature,Fuel,Female,161706
1654,"Delhi, India",2014-06-05,Platinum,Grocery,Male,85513
1655,"Delhi, India",2014-08-08,Silver,Food,Female,226766
1656,"Ahmedabad, India",2013-10-08,Signature,Fuel,Female,57789
1657,"Ahmedabad, India",2014-11-26,Gold,Bills,Female,158466
1658,"Mumbai, India",2014-01-16,Platinum,Entertainment,Male,123357
1659,"Bengaluru, India",2014-06-27,Gold,Grocery,Female,294087
1660,"Mumbai, India",2014-05-29,Silver,Fuel,Male,251416
1661,"Mumbai, India",2014-02-24,Platinum,Entertainment,Female,13302
1662,"Mumbai, India",2014-08-25,Platinum,Food,Male,82439
1663,"Ahmedabad, India",2014-06-01,Platinum,Entertainment,Female,148121
1664,"Mumbai, India",2015-01-18,Signature,Entertainment,Male,121419
1665,"Bengaluru, India",2014-08-09,Gold,Fuel,Male,131161
1666,"Delhi, India",2014-03-21,Gold,Grocery,Female,34086
1667,"Mumbai, India",2014-07-02,Signature,Fuel,Female,176483
1668,"Delhi, India",2014-11-17,Gold,Entertainment,Female,5896
1669,"Delhi, India",2014-04-17,Gold,Bills,Male,276819
1670,"Bengaluru, India",2015-02-05,Gold,Bills,Male,7448
1671,"Ahmedabad, India",2014-09-11,Signature,Bills,Male,80225
1672,"Mumbai, India",2015-04-12,Silver,Fuel,Male,20961
1673,"Bengaluru, India",2014-02-02,Gold,Fuel,Female,268556
1674,"Bengaluru, India",2014-12-08,Gold,Grocery,Male,175845
1675,"Bengaluru, India",2014-06-01,Silver,Bills,Female,233530
1676,"Delhi, India",2015-01-06,Platinum,Entertainment,Male,287753
1677,"Delhi, India",2014-10-24,Silver,Fuel,Female,43230
1678,"Bengaluru, India",2015-02-23,Signature,Entertainment,Female,66584
1679,"Ahmedabad, India",2014-02-05,Signature,Fuel,Female,277145
1680,"Delhi, India",2014-05-30,Platinum,Entertainment,Male,60958
1681,"Ahmedabad, India",2014-10-12,Platinum,Grocery,Male,207126
1682,"Ahmedabad, India",2014-11-04,Signature,Food,Female,48749
1683,"Mumbai, India",2014-04-06,Silver,Bills,Female,277106
1684,"Ahmedabad, India",2014-11-03,Signature,Food,Male,118161
1685,"Bengaluru, India",2015-04-06,Gold,Fuel,Female,128828
1686,"Mumbai, India",2014-03-23,Signature,Grocery,Male,147184
1687,"Delhi, India",2014-04-05,Silver,Food,Female,90855
1688,"Ahmedabad, India",2015-01-06,Gold,Entertainment,Female,234227
1689,"Bengaluru, India",2014-04-07,Platinum,Entertainment,Male,104924
1690,"Delhi, India",2015-02-09,Gold,Food,Female,219139
1691,"Bengaluru, India",2014-07-08,Signature,Fuel,Male,220567
1692,"Mumbai, India",2014-06-19,Gold,Entertainment,Female,76473
1693,"Mumbai, India",2013-10-04,Platinum,Grocery,Female,22708
1694,"Bengaluru, India",2014-03-29,Signature,Grocery,Female,280971
1695,"Ahmedabad, India",2014-07-08,Platinum,Grocery,Female,141760
1696,"Mumbai, India",2014-11-20,Signature,Bills,Female,123927
1697,"Ahmedabad, India",2014-12-12,Silver,Entertainment,Male,61427
1698,"Delhi, India",2014-10-02,Silver,Bills,Male,51382
1699,"Ahmedabad, India",2014-08-17,Platinum,Fuel,Female,269743
1700,"Delhi, India",2014-10-20,Platinum,Bills,Female,104031
1701,"Mumbai, India",2013-11-08,Signature,Bills,Female,67078
1702,"Delhi, India",2014-07-09,Signature,Entertainment,Female,15446
1703,"Ahmedabad, India",2014-06-10,Signature,Grocery,Male,289917
1704,"Bengaluru, India",2014-09-16,Signature,Food,Female,123922
1705,"Bengaluru, India",2015-01-23,Silver,Food,Male,23427
1706,"Delhi, India",2015-04-25,Gold,Food,Male,175390
1707,"Bengaluru, India",2015-04-07,Gold,Fuel,Male,118845
1708,"Delhi, India",2015-02-06,Gold,Fuel,Male,290501
1709,"Delhi, India",2015-05-23,Gold,Grocery,Female,72984
1710,"Bengaluru, India",2014-11-29,Silver,Food,Female,298166
1711,"Mumbai, India",2014-10-07,Platinum,Entertainment,Male,175939
1712,"Delhi, India",2014-02-18,Signature,Grocery,Female,150308
1713,"Mumbai, India",2014-06-24,Silver,Grocery,Male,186636
1714,"Bengaluru, India",2014-10-15,Signature,Fuel,Male,257240
1715,"Ahmedabad, India",2015-01-05,Signature,Food,Female,289501
1716,"Bengaluru, India",2015-02-25,Silver,Fuel,Female,276345
1717,"Delhi, India",2013-10-21,Platinum,Bills,Female,12303
1718,"Mumbai, India",2014-03-22,Gold,Grocery,Male,274222
1719,"Ahmedabad, India",2013-11-15,Signature,Fuel,Female,35473
1720,"Bengaluru, India",2014-07-16,Silver,Bills,Male,185943
1721,"Mumbai, India",2013-11-30,Platinum,Entertainment,Male,30474
1722,"Delhi, India",2015-03-14,Platinum,Grocery,Female,185060
1723,"Mumbai, India",2014-09-21,Platinum,Grocery,Male,57722
1724,"Bengaluru, India",2014-12-18,Silver,Fuel,Female,165437
1725,"Mumbai, India",2014-05-14,Gold,Grocery,Female,188012
1726,"Ahmedabad, India",2015-01-20,Gold,Entertainment,Male,272746
1727,"Mumbai, India",2015-02-11,Silver,Entertainment,Female,281240
1728,"Ahmedabad, India",2014-11-24,Silver,Fuel,Male,221640
1729,"Mumbai, India",2015-04-09,Platinum,Fuel,Female,34586
1730,"Delhi, India",2014-09-30,Platinum,Entertainment,Male,157971
1731,"Bengaluru, India",2013-10-15,Platinum,Bills,Female,154996
1732,"Mumbai, India",2014-11-05,Silver,Entertainment,Female,184101
1733,"Ahmedabad, India",2014-10-03,Signature,Bills,Male,70283
1734,"Mumbai, India",2015-03-16,Silver,Bills,Female,224110
1735,"Delhi, India",2014-11-26,Gold,Entertainment,Male,217746
1736,"Bengaluru, India",2014-03-26,Gold,Entertainment,Female,126069
1737,"Bengaluru, India",2014-01-23,Silver,Bills,Male,163645
1738,"Bengaluru, India",2014-12-17,Silver,Entertainment,Female,35361
1739,"Delhi, India",2015-01-20,Gold,Fuel,Male,50383
1740,"Bengaluru, India",2014-10-30,Silver,Entertainment,Female,178730
1741,"Delhi, India",2014-02-21,Silver,Entertainment,Female,219138
1742,"Bengaluru, India",2014-03-13,Gold,Entertainment,Male,40780
1743,"Delhi, India",2015-01-04,Silver,Bills,Male,234115
1744,"Delhi, India",2015-01-01,Signature,Entertainment,Female,206102
1745,"Mumbai, India",2015-05-07,Gold,Fuel,Female,13317
1746,"Bengaluru, India",2014-03-24,Gold,Entertainment,Male,91740
1747,"Mumbai, India",2014-09-06,Platinum,Food,Female,170287
1748,"Mumbai, India",2015-04-30,Signature,Food,Female,238124
1749,"Ahmedabad, India",2014-07-02,Platinum,Grocery,Male,19595
1750,"Delhi, India",2014-12-10,Platinum,Fuel,Female,240184
1751,"Ahmedabad, India",2014-02-13,Signature,Food,Female,3139
1752,"Mumbai, India",2015-01-15,Signature,Bills,Male,262781
1753,"Mumbai, India",2014-03-11,Platinum,Grocery,Female,52518
1754,"Bengaluru, India",2015-03-03,Gold,Food,Male,197863
1755,"Mumbai, India",2015-02-24,Platinum,Entertainment,Female,154174
1756,"Delhi, India",2014-09-19,Gold,Food,Male,69057
1757,"Bengaluru, India",2014-06-24,Gold,Fuel,Female,154426
1758,"Delhi, India",2014-07-15,Platinum,Food,Female,79357
1759,"Ahmedabad, India",2014-08-26,Gold,Bills,Female,241270
1760,"Bengaluru, India",2013-10-29,Signature,Grocery,Male,120392
1761,"Delhi, India",2014-02-01,Platinum,Entertainment,Female,147623
1762,"Bengaluru, India",2014-07-20,Signature,Fuel,Female,44309
1763,"Mumbai, India",2014-02-13,Gold,Food,Female,135046
1764,"Mumbai, India",2014-07-12,Signature,Entertainment,Female,182842
1765,"Delhi, India",2015-05-24,Silver,Bills,Male,218802
1766,"Ahmedabad, India",2014-11-17,Gold,Grocery,Female,186760
1767,"Mumbai, India",2014-03-19,Signature,Entertainment,Female,28239
1768,"Delhi, India",2013-12-09,Gold,Fuel,Female,254783
1769,"Ahmedabad, India",2015-04-16,Signature,Food,Male,242034
1770,"Delhi, India",2014-04-09,Platinum,Bills,Female,92174
1771,"Ahmedabad, India",2014-08-28,Gold,Fuel,Male,261278
1772,"Mumbai, India",2014-02-21,Gold,Fuel,Male,96495
1773,"Delhi, India",2014-10-31,Platinum,Entertainment,Female,205571
1774,"Bengaluru, India",2014-04-04,Platinum,Food,Female,207861
1775,"Mumbai, India",2014-07-26,Silver,Bills,Male,92277
1776,"Ahmedabad, India",2014-09-07,Gold,Grocery,Female,231658
1777,"Mumbai, India",2013-12-19,Platinum,Entertainment,Male,57864
1778,"Bengaluru, India",2015-05-16,Gold,Grocery,Male,233351
1779,"Mumbai, India",2014-12-18,Silver,Fuel,Male,105425
1780,"Mumbai, India",2015-04-22,Gold,Grocery,Female,279143
1781,"Ahmedabad, India",2014-02-07,Signature,Grocery,Male,251798
1782,"Mumbai, India",2015-03-20,Silver,Bills,Female,2543
1783,"Ahmedabad, India",2014-04-11,Gold,Entertainment,Male,248754
1784,"Mumbai, India",2014-10-29,Gold,Fuel,Male,1904
1785,"Ahmedabad, India",2015-04-10,Silver,Grocery,Female,98859
1786,"Bengaluru, India",2014-06-19,Signature,Bills,Female,105009
1787,"Bengaluru, India",2014-10-13,Silver,Bills,Male,125813
1788,"Delhi, India",2014-10-17,Silver,Grocery,Male,254580
1789,"Mumbai, India",2013-11-03,Signature,Food,Female,114085
1790,"Delhi, India",2014-04-15,Gold,Grocery,Female,95167
1791,"Ahmedabad, India",2014-09-03,Signature,Bills,Female,199496
1792,"Delhi, India",2014-01-12,Gold,Entertainment,Male,278201
1793,"Delhi, India",2014-04-11,Signature,Bills,Female,290333
1794,"Delhi, India",2015-01-13,Silver,Entertainment,Male,254753
1795,"Delhi, India",2014-03-06,Platinum,Fuel,Female,142842
1796,"Ahmedabad, India",2014-08-16,Platinum,Grocery,Female,129704
1797,"Ahmedabad, India",2014-09-14,Signature,Food,Female,61115
1798,"Mumbai, India",2014-03-06,Platinum,Entertainment,Female,134548
1799,"Bengaluru, India",2014-07-29,Gold,Grocery,Male,224421
1800,"Delhi, India",2014-05-10,Silver,Fuel,Male,35876
1801,"Ahmedabad, India",2014-10-14,Gold,Bills,Female,92188
1802,"Bengaluru, India",2013-12-02,Platinum,Bills,Male,264781
1803,"Mumbai, India",2015-05-19,Silver,Bills,Female,29791
1804,"Mumbai, India",2013-11-06,Silver,Grocery,Male,141476
1805,"Bengaluru, India",2014-04-25,Signature,Bills,Female,176316
1806,"Ahmedabad, India",2014-12-09,Gold,Grocery,Female,42413
1807,"Mumbai, India",2014-03-26,Signature,Grocery,Male,212915
1808,"Ahmedabad, India",2013-11-10,Gold,Bills,Male,163200
1809,"Mumbai, India",2014-07-06,Platinum,Entertainment,Female,39425
1810,"Mumbai, India",2014-08-06,Gold,Food,Male,35073
1811,"Bengaluru, India",2014-02-27,Signature,Grocery,Male,128602
1812,"Mumbai, India",2015-03-13,Gold,Entertainment,Female,181935
1813,"Mumbai, India",2013-11-09,Platinum,Entertainment,Male,275854
1814,"Mumbai, India",2014-06-25,Platinum,Grocery,Male,236289
1815,"Ahmedabad, India",2013-10-18,Signature,Fuel,Male,277592
1816,"Mumbai, India",2014-07-15,Platinum,Entertainment,Female,3278
1817,"Bengaluru, India",2015-02-21,Signature,Entertainment,Male,74649
1818,"Ahmedabad, India",2015-01-02,Gold,Food,Male,270197
1819,"Ahmedabad, India",2014-12-14,Platinum,Bills,Female,117375
1820,"Ahmedabad, India",2014-12-26,Signature,Bills,Male,221335
1821,"Bengaluru, India",2014-08-04,Platinum,Grocery,Male,252035
1822,"Bengaluru, India",2014-04-13,Silver,Fuel,Female,293132
1823,"Ahmedabad, India",2013-11-01,Silver,Fuel,Male,215066
1824,"Mumbai, India",2014-07-31,Platinum,Grocery,Male,93661
1825,"Bengaluru, India",2014-10-25,Gold,Entertainment,Female,49100
1826,"Delhi, India",2014-04-10,Signature,Entertainment,Female,68466
1827,"Ahmedabad, India",2014-10-26,Platinum,Grocery,Male,57057
1828,"Bengaluru, India",2014-09-01,Signature,Food,Female,135425
1829,"Ahmedabad, India",2014-05-23,Silver,Fuel,Male,34939
1830,"Bengaluru, India",2014-03-08,Gold,Grocery,Female,206614
1831,"Bengaluru, India",2014-07-09,Silver,Entertainment,Male,120863
1832,"Ahmedabad, India",2015-01-16,Platinum,Bills,Female,185700
1833,"Delhi, India",2014-05-28,Signature,Bills,Male,9440
1834,"Bengaluru, India",2014-04-04,Platinum,Fuel,Female,87029
1835,"Delhi, India",2014-11-13,Silver,Bills,Female,101809
1836,"Mumbai, India",2014-04-17,Signature,Food,Female,172956
1837,"Ahmedabad, India",2015-03-16,Signature,Grocery,Female,193813
1838,"Bengaluru, India",2015-02-08,Signature,Bills,Female,185228
1839,"Ahmedabad, India",2014-02-12,Gold,Fuel,Female,128727
1840,"Ahmedabad, India",2014-07-11,Signature,Grocery,Female,216019
1841,"Bengaluru, India",2014-03-05,Gold,Food,Male,51167
1842,"Ahmedabad, India",2013-11-23,Gold,Grocery,Male,290446
1843,"Mumbai, India",2014-05-13,Signature,Bills,Male,288383
1844,"Bengaluru, India",2013-12-30,Silver,Bills,Male,227526
1845,"Mumbai, India",2013-10-14,Silver,Grocery,Female,42945
1846,"Mumbai, India",2015-05-19,Signature,Fuel,Male,128081
1847,"Mumbai, India",2015-01-23,Gold,Grocery,Female,96476
1848,"Bengaluru, India",2013-12-03,Silver,Food,Male,73409
1849,"Mumbai, India",2015-03-09,Silver,Food,Male,149492
1850,"Mumbai, India",2015-03-06,Gold,Food,Male,282583
1851,"Delhi, India",2014-05-03,Platinum,Food,Male,7311
1852,"Bengaluru, India",2014-04-23,Gold,Entertainment,Male,183801
1853,"Mumbai, India",2014-10-11,Signature,Grocery,Female,210848
1854,"Ahmedabad, India",2013-12-18,Silver,Fuel,Female,80139
1855,"Bengaluru, India",2014-11-01,Silver,Bills,Female,168555
1856,"Delhi, India",2014-07-18,Gold,Fuel,Female,41221
1857,"Ahmedabad, India",2014-02-08,Gold,Fuel,Male,240556
1858,"Bengaluru, India",2014-01-18,Platinum,Food,Male,27650
1859,"Bengaluru, India",2015-04-27,Silver,Entertainment,Female,185153
1860,"Delhi, India",2014-02-22,Gold,Bills,Male,164838
1861,"Bengaluru, India",2014-08-25,Gold,Fuel,Male,160186
1862,"Bengaluru, India",2014-09-07,Gold,Fuel,Male,277317
1863,"Mumbai, India",2015-04-29,Gold,Bills,Male,194711
1864,"Ahmedabad, India",2014-10-28,Signature,Bills,Male,12123
1865,"Ahmedabad, India",2014-05-23,Gold,Fuel,Female,225207
1866,"Ahmedabad, India",2013-10-04,Gold,Entertainment,Female,78098
1867,"Delhi, India",2013-12-13,Signature,Grocery,Female,105085
1868,"Bengaluru, India",2014-02-27,Platinum,Grocery,Male,241392
1869,"Delhi, India",2015-01-16,Gold,Grocery,Female,222024
1870,"Delhi, India",2014-03-31,Platinum,Fuel,Female,198807
1871,"Ahmedabad, India",2015-02-19,Signature,Grocery,Female,11298
1872,"Ahmedabad, India",2015-01-12,Gold,Bills,Female,130845
1873,"Delhi, India",2014-06-26,Silver,Grocery,Male,63014
1874,"Delhi, India",2013-12-30,Gold,Grocery,Female,80497
1875,"Mumbai, India",2014-08-27,Gold,Entertainment,Male,215192
1876,"Ahmedabad, India",2014-05-02,Gold,Food,Male,285051
1877,"Mumbai, India",2013-12-03,Silver,Grocery,Male,161138
1878,"Ahmedabad, India",2013-10-14,Gold,Fuel,Male,61555
1879,"Delhi, India",2015-05-23,Silver,Fuel,Male,59169
1880,"Bengaluru, India",2014-06-27,Silver,Bills,Male,294655
1881,"Mumbai, India",2014-11-28,Signature,Grocery,Female,225540
1882,"Mumbai, India",2014-02-20,Platinum,Grocery,Male,299046
1883,"Bengaluru, India",2014-05-11,Gold,Grocery,Male,180666
1884,"Delhi, India",2013-12-23,Signature,Food,Female,64719
1885,"Bengaluru, India",2015-04-23,Signature,Fuel,Male,81796
1886,"Ahmedabad, India",2014-03-07,Silver,Grocery,Male,81520
1887,"Ahmedabad, India",2015-04-22,Silver,Entertainment,Male,221574
1888,"Ahmedabad, India",2014-11-16,Silver,Grocery,Male,270204
1889,"Mumbai, India",2015-03-25,Silver,Entertainment,Male,187337
1890,"Delhi, India",2013-10-31,Signature,Entertainment,Female,84974
1891,"Delhi, India",2014-08-14,Platinum,Entertainment,Female,292348
1892,"Ahmedabad, India",2014-05-31,Silver,Food,Female,152506
1893,"Bengaluru, India",2014-07-25,Signature,Food,Female,147759
1894,"Bengaluru, India",2014-06-16,Signature,Grocery,Female,42060
1895,"Mumbai, India",2015-04-12,Silver,Entertainment,Female,168004
1896,"Mumbai, India",2014-02-19,Signature,Fuel,Male,261874
1897,"Delhi, India",2015-02-09,Silver,Entertainment,Male,132513
1898,"Delhi, India",2015-03-16,Platinum,Grocery,Male,138344
1899,"Bengaluru, India",2014-04-04,Signature,Entertainment,Female,293796
1900,"Delhi, India",2014-10-29,Platinum,Bills,Male,77354
1901,"Bengaluru, India",2015-02-25,Signature,Bills,Male,284855
1902,"Bengaluru, India",2014-02-24,Silver,Food,Female,207925
1903,"Mumbai, India",2015-05-16,Platinum,Fuel,Male,250456
